#{"t_start": 1659292634.8480103, "env_id": "GripperPegInHole2DPyBulletEnv-v1"}
r,l,t
-1.066884,100,93373.165322
61.880642,100,93557.246263
82.507814,100,93744.616835
84.15585,100,93928.291874
79.902866,100,94113.048806
85.905832,100,94298.714005
86.284527,100,94482.851544
79.510831,100,94671.474358
87.42538,100,94859.078629
89.528268,100,95046.555822
77.874653,100,95232.942933
84.484975,100,95420.772283
87.517987,100,95605.698368
84.793045,100,95791.509184
86.363889,100,95977.67687
81.058262,100,96167.576476
83.267879,100,96351.881588
85.319741,100,96538.080189
83.461158,100,96723.67121
80.905819,100,96910.778512
86.42983,100,97100.155746
79.040271,100,97291.485048
84.374618,100,97479.831742
76.403561,100,97667.775455
85.931808,100,97853.435676
85.049872,100,98040.934153
77.453423,100,98227.338055
77.2059,100,98415.258311
79.038916,100,98601.927545
83.140155,100,98789.038073
85.166305,100,98976.925923
84.421446,100,99164.415687
80.620431,100,99353.954619
85.149384,100,99542.921452
84.430849,100,99734.700158
80.861666,100,99921.511727
78.144609,100,100111.725569
78.967636,100,100302.047866
88.103767,100,100496.254832
-142.951846,100,100687.527102
-36.234536,100,100878.379579
-66.004499,100,101073.481191
21.614327,100,101268.191655
26.949892,100,101466.124149
28.226763,100,101661.898979
30.984802,100,101856.150332
76.828237,100,102048.488207
81.303023,100,102242.365538
75.83074,100,102436.805312
80.730602,100,102630.146443
78.111627,100,102824.49598
83.729223,100,103020.100485
88.889555,100,103217.686048
83.266203,100,103411.281451
84.309127,100,103606.278208
83.014568,100,103802.736444
83.396838,100,104001.095842
77.954564,100,104199.84866
87.279379,100,104397.763793
83.8808,100,104595.968551
74.424247,100,104794.474955
86.648117,100,104993.974452
72.318825,100,105194.667642
77.846523,100,105393.555756
84.046737,100,105592.955602
88.475187,100,105787.969987
77.550792,100,105990.547701
84.908035,100,106185.743061
85.187852,100,106384.260276
80.22644,100,106583.029482
76.331526,100,106779.259005
84.075209,100,106978.694053
76.692821,100,107177.01168
78.19358,100,107376.493631
89.828615,100,107574.180274
75.952969,100,107772.144478
76.925417,100,107969.555581
83.392344,100,108168.705831
81.983191,100,108366.653898
87.646418,100,108563.422482
82.793436,100,108761.000815
81.334131,100,108957.329327
73.555225,100,109154.356654
73.394581,100,109351.374153
79.468489,100,109548.48517
83.445029,100,109744.512921
85.0883,100,109938.251333
84.55241,100,110132.568906
80.514243,100,110327.933081
84.888267,100,110521.472768
86.669125,100,110716.025344
84.009109,100,110912.410265
82.211165,100,111111.841667
71.766603,100,111312.178115
80.357159,100,111517.356035
89.008897,100,111718.363237
88.411449,100,111921.222406
86.391059,100,112125.102478
76.71275,100,112325.836622
83.685325,100,112528.443399
80.666806,100,112729.615844
84.473176,100,112933.082143
73.614768,100,113133.879048
84.506083,100,113336.810374
84.754576,100,113538.917882
74.127164,100,113741.07853
85.144255,100,113942.464377
76.42817,100,114148.980059
73.675983,100,114352.914177
77.672205,100,114556.544888
82.465162,100,114761.176842
76.587715,100,114966.286882
84.687707,100,115168.752047
84.831093,100,115371.454743
78.429469,100,115575.427037
80.267505,100,115782.069815
75.449797,100,115991.729595
83.844642,100,116198.182732
77.027381,100,116406.501379
